Gads,Atsauksmes,Atrašanās vieta,Guļamistabas,Gultas,Cena,Numura kvadratr,Vesels mājoklis,Terase,Sauna,Autostavveita,Wi-fi,Veļas mazgājamā masīna,Virtuve,Dārzs,Grils,Privāta vannas istaba,,baseins,restorāns,apkalpošana numura,brokastis,bārs
2020,9.2,9.6,1,3,41,55,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2023,9,9,1,3,40,45,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
2017,9.1,8.8,1,7,45,65,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
2014,10,10,1,7,235,200,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2017,8.4,8.9,1,1,40,22,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2021,9.3,9.5,1,2,40,45,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2011,8.8,9.3,0,2,58,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.9,9.3,1,2,175,115,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,9.8,9.8,1,2,95,39,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1
2023,9.6,9.9,1,4,155,85,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2017,8.7,8.8,0,2,65,24,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2015,8.2,9.3,0,3,35,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.3,9.1,1,2,40,40,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2017,9.8,9.6,2,6,85,75,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2014,9.1,9.4,0,2,40,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.3,9.6,1,2,116,46,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0
2019,9.5,9.9,2,2,67,45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2021,9.1,9.4,1,2,49,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,9.2,9.4,0,2,40,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,9.5,9.7,0,3,46,24,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.8,9.8,1,2,59,29,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2020,8.1,9.3,7,14,400,320,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2012,9,9.3,0,3,90,40,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2017,9.3,9.8,3,5,249,160,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2017,7.1,8,0,3,30,45,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2014,9.2,9.3,0,2,35,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.2,9.8,0,2,50,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,9.3,9.4,1,2,49,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.2,9.8,0,2,40,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.7,8.5,1,2,54,52,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,8.9,9,1,2,55,24,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2023,9.8,9.5,0,2,53,49,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2017,8.7,9.5,0,3,35,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.7,9.8,3,4,101,170,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2013,9.2,9.5,0,2,39,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9,8.9,0,2,80,20,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2007,7.5,9.6,0,2,61,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2016,9,9.6,0,2,45,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.7,9.4,1,2,100,25,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
2009,8.2,9,0,2,40,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,7.7,8,1,2,39,34,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2020,9.6,9.6,0,2,55,30,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2017,9.1,9.6,1,3,46,25,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2015,9,9.8,2,2,70,35,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,9.2,9,2,4,60,35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,8.7,8.7,1,3,55,30,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2020,9.3,9.2,2,4,72,48,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2019,9.5,9.7,0,1,155,41,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2018,9,9.4,1,6,60,35,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1
2019,9,9.3,1,2,55,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,8.2,8.6,0,2,55,25,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9.6,9.1,1,2,75,65,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2020,8.6,9.5,1,2,66,18,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
2021,9.1,9.4,1,2,49,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,7.6,7.6,0,2,45,24,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2018,9,8.6,1,6,124,55,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2020,8.7,8.5,1,2,54,50,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2023,8.5,8,1,2,60,35,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,8.7,8.2,2,3,97,60,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2012,7.9,8.6,0,2,69,20,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2021,9.4,9.4,1,2,155,24,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2015,8.6,8.8,0,4,30,34,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.2,9.3,0,2,120,29,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.3,9.1,1,3,100,50,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
2009,7.3,8,0,2,49,21,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2014,8.1,9.1,0,2,30,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.6,1,2,85,24,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.9,9.3,1,2,100,115,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9.7,9.5,1,4,90,24,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2022,9.8,9.6,1,2,135,200,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0
2023,9,10,2,4,73,50,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
2021,9.8,9.3,1,6,117,80,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,8.9,9.3,1,2,114,24,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2010,8,9.4,1,2,105,30,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1
2019,9.6,9.5,1,3,59,49,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2022,9.5,9.7,1,2,137,35,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2023,9.6,10,2,4,54,107,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2014,8.7,9.5,0,2,40,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.8,9.5,2,4,53,49,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2022,9.3,9.3,1,2,175,45,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
2008,9,9.3,0,2,77,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,9.2,9.5,0,2,55,43,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
2010,8.1,8.9,0,2,70,18,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1
2020,8.6,9.5,1,2,66,18,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
2022,9.2,9.1,1,2,43,53,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.4,9.6,0,2,40,20,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.9,9.7,1,2,80,24,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,9.9,10,0,2,145,18,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0
2021,9.1,9.4,1,2,105,14,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2021,8.8,9.3,1,3,50,15,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
2020,9.5,9.5,1,2,90,25,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2009,8.3,9.6,0,2,30,18,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
2015,9.4,9.9,1,2,70,50,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
2009,8.8,9.5,0,2,114,22,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2022,9.9,9.6,2,3,64,68,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,8.7,8.6,2,3,97,60,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2018,8.5,8.8,1,2,62,45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.3,8.9,0,2,50,20,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9,8.2,1,2,80,21,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,7.3,9.2,2,3,45,70,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2018,9.5,9.4,2,2,50,44,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2014,9.1,9.8,2,5,100,100,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2014,9.7,9.9,1,2,80,46,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2023,9.7,9.5,0,2,61,72,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2014,7.9,8,0,2,40,18,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2017,9.5,9.4,3,3,108,120,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2022,9.4,9.9,1,2,58,37,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.8,9.7,1,2,65,52,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2016,8.4,8.5,0,2,48,25,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
2020,9.4,9.5,1,3,70,35,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0
2022,8.1,8.4,1,2,39,39,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2013,9.4,9.5,0,2,45,15,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2019,9.4,9.4,3,8,83,100,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015,7.6,7.6,0,2,45,24,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0
2019,9.4,9.5,1,2,58,41,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2022,9,9,2,5,85,50,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2018,9.5,9.4,2,2,50,44,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2019,7.9,9,1,3,55,32,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2019,9.4,9.6,0,2,100,60,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.9,9.6,1,2,108,25,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0
2021,9.8,9.7,1,3,100,35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.4,9.7,1,2,70,20,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
2018,9.3,8.8,1,2,42,29,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2019,9.6,9.3,2,6,153,90,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2023,10,10,4,15,305,170,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2022,8.9,9,2,3,56,55,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2023,9.9,9.9,1,2,82,35,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1
2023,9.1,8.2,1,2,78,37,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.3,9.7,1,2,43,33,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2017,9.5,9.3,0,2,45,29,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2019,9.6,9.7,0,2,65,21,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2014,9.1,8.9,2,4,100,55,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.6,9.5,1,2,99,64,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2019,9.3,9.7,1,2,50,12,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
2012,9.8,9.8,1,4,75,80,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2013,9,9.2,1,3,50,45,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2018,9.7,9.7,1,3,90,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2020,9.3,9.3,0,2,45,40,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2023,9.7,9.3,0,2,53,34,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.3,9.6,0,2,70,15,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2020,8.3,8.3,1,3,28,25,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2015,9.4,9.9,1,2,70,50,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2020,9.6,9.8,1,2,60,29,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
2015,8.4,9.3,0,2,40,25,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2012,8.9,9.4,0,4,60,22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.7,9.9,1,2,50,31,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2023,9.5,9.7,1,3,114,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2014,8.5,8.4,0,2,55,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,9,8.9,1,2,48,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,9.6,9.9,1,3,182,45,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2021,9.7,9.7,1,2,110,40,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
2016,7.9,8.5,0,3,70,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
2017,9.2,9.3,1,2,80,45,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,8.5,8.7,0,2,49,16,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
2021,9.5,9.5,1,4,188,120,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2017,9.5,9.6,0,3,95,36,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,9,9.7,1,2,80,27,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2017,8.9,9.5,2,4,39,45,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2017,9.6,9.7,1,2,70,38,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2016,9.3,9.7,1,2,70,25,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
2017,9.4,9.5,1,4,100,42,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
2021,9.5,9.5,2,2,60,41,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2022,9.6,9.9,1,2,72,40,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0
2023,9.7,8.9,1,3,52,48,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2010,8.8,8.4,0,2,160,45,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1
2016,8.7,8.7,1,3,55,30,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2005,8.9,9.7,0,2,139,19,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1
2019,8.9,9.7,2,3,65,52,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2023,9.5,9.6,1,2,100,25,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
2017,8.1,9.6,2,3,99,70,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2011,7.1,8.2,0,2,45,26,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
2010,6.9,6.9,0,2,45,21,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
2011,8.8,9.4,1,2,40,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
2022,9.8,9.6,2,3,180,77,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2019,9.6,9.3,1,3,60,52,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2023,9.9,9.8,1,2,102,26,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2011,9.2,9.5,1,4,100,50,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.5,9.7,0,2,64,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,9.5,9.7,3,4,94,55,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2015,8.9,9.3,0,2,45,18,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
2023,7.4,9.2,0,2,80,20,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0
2023,9.4,10,0,2,64,16,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021,9.6,9.6,1,2,53,63,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2020,9.6,9.5,1,2,124,20,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
2023,9.3,9.1,0,2,59,39,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2008,8.1,8.1,0,2,34,19,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.1,9.8,2,3,105,90,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,10,10,0,4,90,40,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,9.9,10,0,2,145,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2012,7.9,8.4,0,2,27,20,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2015,9,9.4,1,5,60,40,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2022,9.6,9.9,0,2,78,32,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2023,9.6,9.5,2,2,58,43,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2023,9.4,9.2,1,2,35,10,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2023,9.7,9.7,1,3,84,75,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2020,9.7,9.7,2,4,90,100,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2021,9.4,9.3,1,2,60,47,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
2018,9,8.6,1,6,124,55,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2016,9.8,10,1,2,115,34,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2016,8.2,9.4,1,4,26,23,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2022,9.3,9.6,1,2,36,36,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2023,9.2,8.2,1,2,48,36,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2022,9.4,9.5,0,2,59,30,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2022,10,10,7,12,479,20,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2020,9.6,9.3,3,1,136,120,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
2023,9.4,9.4,0,2,59,53,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2018,9.1,9.6,1,3,133,51,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2016,8.7,9.6,1,3,55,30,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2023,9.6,9.7,0,2,58,23,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2021,9.1,9.7,1,2,59,38,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2023,9.7,10,2,3,118,60,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2014,9,9.7,0,2,30,15,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
2019,7.9,9.2,2,6,57,52,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
2014,9.5,9.7,1,2,65,50,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2023,9.7,10,1,7,91,80,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2023,9.3,9.4,2,4,88,56,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2014,9.5,9.7,1,3,99,85,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2008,7.8,9.5,1,2,58,18,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
2015,7.3,7.3,0,2,38,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2022,9.4,9.4,1,2,43,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2013,8.2,9.1,0,2,28,24,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2017,8.4,8.4,1,2,80,35,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0
2022,9.6,9.4,1,2,50,30,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2017,9.4,9.8,0,2,277,35,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1
2021,9.5,8.9,1,3,55,52,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2018,9.4,9.8,0,2,93,24,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017,8.1,8.5,0,2,57,21,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,9.5,9.1,1,2,64,30,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
2023,7.7,7.7,0,2,34,19,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019,9.4,9.2,2,4,68,58,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
2019,9.6,9.6,2,6,120,59,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2020,9.1,8.9,1,3,85,35,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2013,9.7,9.7,2,3,80,153,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
2021,9.1,9.4,0,2,57,44,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2018,9.5,9.3,1,2,60,55,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
2020,9.5,9.3,1,2,80,25,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2019,9.5,9.2,1,2,53,33,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
2021,8.9,9,0,2,58,30,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
2021,9.9,10,1,2,162,55,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2010,7.2,8.6,0,2,70,20,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
2021,9.5,9.3,1,2,60,20,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
2015,9.6,9.5,0,2,46,15,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2011,7,7,0,2,29,15,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
